query,candidate_count,candidate_ids_fnv1a64,exact_id_distance_fnv1a64,exact_best_id,exact_topk_used,exact_topk_ids,exact_topk_boundary_distance,exact_first_outside_distance,exact_boundary_gap,exact_reference_scope
835,1984,a9b04ffef19c7261,171efc1afe2dc9a5,48719,100,"48719|51168|4791|21949|37288|3028|19931|18911|22131|9211|50085|8472|9363|9185|30079|4177|55467|34932|48487|58350|27374|6696|23424|32754|30734|54544|23914|50713|32828|48592|21308|22036|23501|52697|51476|49264|24612|24034|3083|22222|56126|8580|8499|39164|9600|54027|53913|18079|35669|22934|55527|14771|31990|3132|6503|54183|14130|29732|59444|51455|59268|38552|4341|40022|19669|30094|1156|33585|34880|30527|53860|36270|49440|19135|45476|25967|5775|19329|44858|31383|43758|3271|24949|14333|17545|41880|50682|57153|1655|56855|24143|4357|53217|22801|11496|19950|45352|36806|54137|36190",0.70680617550190428,0.70683944330817361,3.3267806269332567e-05,canonical_raw_float64_squared_L2
836,2099,e49f0d9d7c369d29,fb9efe17567083db,48786,100,"48786|12449|3945|5350|59107|18488|8266|10877|30900|18082|31460|1608|25736|18149|42398|21222|17161|15090|3022|13282|26912|26384|51306|17747|23266|50301|47671|38736|44123|50793|1004|20913|10743|38383|19711|41305|3267|38361|265|26356|15614|20278|35240|28916|41815|20245|16177|50807|8528|59972|34322|4966|52120|37350|55822|56156|11771|23916|176|22166|38197|36026|40013|36943|41101|28459|14133|4407|37161|20624|20644|22050|28769|37391|58577|17287|44389|20343|1652|35208|3133|44813|2624|47891|20307|22063|42059|28903|25824|26686|48240|6926|32607|34575|33359|44899|11729|18185|58911|42096",0.56307556557791649,0.56338657210961807,0.00031100653170157422,canonical_raw_float64_squared_L2
837,1795,4e02039e284f08da,3b8359578ad39175,48808,100,"48808|58559|37700|10462|29590|12292|15291|36879|46844|56410|19292|10101|17746|25071|28163|33028|5945|38946|47930|10415|24273|26074|39777|8067|43634|49266|52482|7909|21290|2811|8696|58299|35398|1320|37922|8216|42154|43321|34485|13509|23837|1257|24010|8723|37954|1419|20752|30424|27693|56533|50231|28698|28122|57844|32064|12902|48901|29044|57894|43893|21114|39805|38393|47787|10791|20368|13417|42911|42084|208|44524|13166|48816|34535|25994|42958|8951|54884|3836|35058|12620|16189|56893|53898|36459|29264|23531|15114|57841|56659|48390|7166|3276|28383|25008|19457|47030|46186|590|21256",0.75804342399346614,0.75894010822872304,0.00089668423525690599,canonical_raw_float64_squared_L2
838,1854,0fc1d597e1b0abd0,4636789e0ab33e96,48813,100,"48813|10278|40682|50094|294|55168|2807|48697|19591|45505|16251|21382|11542|43168|47318|43436|21108|59944|9795|7273|26023|7055|41416|7940|18387|38510|20960|38575|59375|30592|54905|26056|45669|29331|15481|1309|26032|13622|23000|49116|44024|52860|28528|12110|55751|31967|37679|11410|51169|26901|18507|18723|27054|38203|48376|1808|50083|19794|50278|2594|52750|49396|20139|41381|38784|35784|21904|54412|2104|56404|10621|43234|37105|12466|45725|38165|7546|26625|41506|1729|25131|51096|36217|32150|21728|3524|41046|23298|49139|38521|50223|24014|28884|7565|29626|39495|7945|32568|31847|1833",0.58378873403678944,0.58384999597193665,6.1261935147216562e-05,canonical_raw_float64_squared_L2
839,1690,d48da950a78331dc,896760c29d3caeba,48823,100,"48823|37624|3054|18524|29849|2492|19599|46941|51635|53665|7204|5543|33556|41216|43124|38598|7164|41239|28240|41418|59702|53332|21735|9235|55977|9776|10640|3539|45027|31432|44286|40744|54047|46601|11951|18667|20588|14977|43144|48304|1930|40901|49772|59284|27659|53245|14503|18017|44798|48343|18443|47516|7609|35689|44753|1083|53061|1001|26343|16589|4236|45950|40447|15427|17119|34915|26166|19247|34126|58328|25675|10580|55371|50608|30184|49058|37379|46988|237|50784|7961|59315|22258|59659|7911|55464|34401|22291|32300|11765|15881|11877|36589|42659|5625|58289|14254|158|9207|43260",0.78019936561533743,0.78120844093764352,0.0010090753223060966,canonical_raw_float64_squared_L2
840,1841,e91e77af43889418,49aae8f9d9c987cd,48834,100,"48834|966|4938|1321|2282|3374|32654|37911|31148|48767|16626|32515|20170|7812|26785|57537|56389|41659|32892|31797|28319|26772|14566|58170|45523|285|50319|53216|41968|44990|6616|40798|29390|18346|149|50896|29218|58779|30610|11391|55813|32615|1984|54465|37273|35140|54275|31850|2068|5062|583|33334|7206|35276|21252|56521|28246|9587|30256|51749|15861|1010|1517|12272|38708|48383|16477|24529|54323|50986|15526|10070|44809|27302|6713|58885|49328|33693|26048|55928|268|26160|59524|15485|55345|54132|51215|25458|24705|47823|38649|50835|45688|28574|58868|25014|6475|9429|43683|53090",0.72977858310321975,0.73004638811660272,0.00026780501338297125,canonical_raw_float64_squared_L2
841,2191,9bfb12cf5d520b7b,a1a88a41f4ab1af3,48844,100,"48844|3063|54852|23946|53331|58223|17042|52727|22712|14325|41615|51409|26108|7118|53903|35619|19141|54651|30535|14387|2272|39075|15352|8120|14572|48643|12024|54686|41335|3478|7225|23194|14692|10975|5404|27042|34462|48703|8359|24905|55400|45419|24689|57178|18846|33111|10390|12972|2829|1960|53992|41634|53154|40413|40896|31846|46802|32014|20916|2531|24876|15548|8425|39917|36337|46458|20852|18461|38779|2635|11595|19621|34131|54494|44438|32573|15745|3407|50944|39746|40963|58066|58727|8268|47468|47726|6858|42083|21802|59032|51621|50352|39628|12891|4794|12883|57525|39001|21387|34276",0.43616557970105296,0.43650566208577413,0.00034008238472116314,canonical_raw_float64_squared_L2
842,1683,3001e54d41eaef66,771aa5651272b95a,48856,100,"48856|57252|35468|54880|23934|39650|38495|13675|42922|20693|41616|13330|16147|58106|16775|20792|32370|57119|11237|25330|18802|24350|4489|38412|23729|20797|28978|33149|33005|11059|31103|8471|38425|24053|3913|43527|11058|16015|43249|25302|17629|5155|17379|49696|51662|15731|43992|29972|45882|28384|6508|31626|35318|38760|13987|8507|33171|8019|310|49681|36801|46933|20862|14832|51164|25115|20564|15210|18274|11173|55674|44172|35035|33375|18239|16132|33995|24823|18153|33238|21650|11889|30391|1292|53037|13981|37571|46670|30327|58696|21285|24548|42346|2550|11684|55466|13519|34991|30148|57286",0.62681806144649277,0.62724564796432181,0.00042758651782903723,canonical_raw_float64_squared_L2
843,2102,3865bb3cecbda733,7c7d5c3bf90cf99c,48968,100,"48968|39757|48707|59029|1595|59659|58681|5603|21250|29353|58398|16980|57379|28338|47907|31515|26485|45022|2695|56446|28875|22173|42636|30736|16926|55004|36046|11862|23532|58612|12896|30822|54158|14827|13904|12406|38640|53098|37805|21512|2131|43975|52611|22019|4306|29770|27624|4701|4262|43066|19535|30425|6146|14996|53790|55942|52699|39740|58091|20365|42080|10719|27725|59771|48279|14081|48538|18304|52501|3|16356|11472|39809|25301|9445|54700|32593|38809|52766|14573|51431|46365|38066|24218|14810|46150|7828|4384|21066|15347|22879|54065|51765|31033|595|26808|54730|28317|51788|34777",0.60198200767576959,0.60238676278427694,0.00040475510850734864,canonical_raw_float64_squared_L2
844,1855,cd622bbe359fefc4,59cf89cee8185580,48982,100,"48982|46356|52817|38405|15693|6438|50752|44860|23115|17061|56963|36102|36736|10769|17447|45405|33433|53307|26241|49688|31517|9610|43329|58217|22182|593|47343|38871|2706|18223|48171|6746|33432|22753|23137|27112|11774|6766|59227|31329|14100|50513|42916|40762|28846|26218|44920|25499|34878|46679|26596|19745|55964|19365|6997|19947|16975|54252|50369|38082|38402|46701|16588|820|19609|16174|43604|26209|53133|52177|58057|12743|39376|45877|4381|3477|52140|28601|2655|12116|30343|3691|24018|2849|26348|17945|52694|22306|1467|45086|16575|31765|43176|49460|13298|38024|10421|3988|33307|44947",0.63103278122344864,0.63142142281515345,0.00038864159170481916,canonical_raw_float64_squared_L2
845,2289,8ab32cdb496e6e47,6c6c419e247e3b3b,49224,100,"49224|25087|14688|53355|51746|2266|56842|25753|37748|43059|38302|26215|49274|9502|16805|48446|49364|15154|51929|34764|1608|20225|18082|31190|59956|3443|43337|57855|22276|12580|53195|56902|20556|58971|30442|10051|17967|6253|54273|21425|49839|37350|35237|42510|7074|56063|59915|22740|30041|42434|42461|23558|29624|59825|51003|53018|29803|47057|35887|26902|25636|33300|8474|54184|37446|40530|15285|11819|30735|12619|9757|45645|56589|57315|25351|18267|13972|55582|2509|14620|24488|23017|44695|25622|13432|39836|10901|6853|21037|24478|16393|59795|8543|53493|44299|31543|11886|54958|49835|32018",0.40337083283281838,0.40364232834891933,0.00027149551610095024,canonical_raw_float64_squared_L2
846,1918,63b557ffdcaab6a0,b09a2d419fd3a7b1,49294,100,"49294|13822|32344|31109|50256|19929|29186|22460|6772|55369|18559|39648|58170|56771|7277|17831|36217|11463|30907|43425|12848|39847|27531|4063|339|17663|6502|58636|43690|35573|58271|24835|16611|55650|31303|57256|50649|41046|22456|57393|58847|7420|10136|10603|29161|43209|46490|59630|14759|34997|30815|55359|58779|46867|50223|31852|15168|17407|18277|39602|33094|22707|58647|53095|54484|2068|17604|11065|21780|20565|1373|32615|39090|156|377|28561|59513|18455|23112|57266|52442|6593|47922|31948|46635|34669|3547|4712|12791|667|24482|47757|22573|9612|21672|23191|40755|11542|34384|38213",0.66285040552629904,0.66367101544704366,0.00082060992074461936,canonical_raw_float64_squared_L2
847,2655,cd0dabf99142e04b,1eea200614ca9826,49358,100,"49358|33513|38399|43029|41864|56858|19410|38835|15307|33109|52838|4500|8042|12201|34948|45620|4320|34587|26756|24315|57934|44771|29102|21880|59232|30391|47350|14071|54096|4955|15582|52398|50696|29726|57551|37798|49532|39105|14821|49767|13008|45145|34567|32316|22176|34235|3812|38525|47889|22022|24766|12311|18900|53686|59239|25872|1141|50185|4807|1261|43356|22496|54430|57142|51532|36953|57072|707|46005|21236|21064|26252|23117|42884|58248|33695|42182|5632|26487|4897|13108|12951|16513|59568|50092|39382|34508|6090|11576|37803|41460|38374|1686|14248|57889|27982|55892|17327|36365|21503",0.37618249885964705,0.37631841628756363,0.00013591742791657646,canonical_raw_float64_squared_L2
848,1864,348ef9a3ab596534,d623eb1ceb414f2a,49440,100,"49440|18722|49829|1191|3132|58039|50663|18585|47489|24215|21368|6851|2609|16267|15534|33824|10385|9600|24771|12078|9211|54177|34981|27215|56855|46718|14802|5401|49046|32110|38552|31494|3316|59866|48719|24453|33616|46126|12066|18540|14771|16761|49584|50282|25145|57333|19045|13692|3183|9848|20795|34070|43193|48734|32527|3459|54549|4885|14251|7644|9185|21611|31417|49175|50713|56503|40833|43344|37382|52697|12968|31907|33860|41880|1205|3725|57921|55497|57|29295|42379|35340|34474|44588|6158|35105|5679|684|35669|59593|5325|55824|33585|36697|37793|12408|30050|36967|59875|35589",0.73309155766892109,0.73462613571709023,0.001534578048169144,canonical_raw_float64_squared_L2
849,1987,fc2ff625e101267b,0e227d297ec079f5,49451,100,"49451|48858|26345|24197|55642|52417|42453|14082|44424|27189|18041|57237|53277|36811|21382|18922|12848|2301|13377|34709|44826|38955|13681|6299|8021|4393|1544|35276|7314|19600|9685|13749|32610|44200|16298|35252|14636|50134|15732|29245|20966|40439|40107|25435|27123|53819|28211|59416|32116|21896|294|44021|42353|20576|14242|51215|4928|51272|58779|17877|28812|58027|44642|28831|47436|20170|23308|23456|46942|53317|37281|45688|25107|16114|18144|28429|45861|30290|50984|50223|47318|51749|28102|57175|58170|38784|55415|4318|13416|16636|22536|41191|47403|39962|1922|46455|58452|4802|55345|26203",0.64842767875686436,0.64878465332750479,0.0003569745706404337,canonical_raw_float64_squared_L2
850,2292,dbff91b634f83a93,61050026606f8173,49643,100,"49643|59487|42443|13731|20497|52784|16490|35855|13462|57563|42157|54300|53348|53691|58000|34399|24217|2802|30800|250|23933|1329|25054|39141|33724|34083|44436|43288|37052|58990|7338|51563|50284|12295|29781|44010|12891|46796|31245|35897|52538|27146|38670|9467|16286|33184|49542|55967|33643|39598|26320|5685|57604|56472|4505|9676|30183|24280|46866|49217|27487|42422|22419|991|36596|2328|19244|31759|39049|17011|59566|12840|41048|56552|53288|25630|21134|46735|58132|50566|27243|21331|21165|23781|5133|28901|40213|3478|33315|48962|59367|51621|59312|1464|57260|44342|55135|41322|56291|42912",0.47794415638724069,0.47808204105077778,0.00013788466353709117,canonical_raw_float64_squared_L2
851,2380,dc2d69aeed613e58,b0c6bb0fff373e45,49693,100,"49693|42043|13361|19614|23421|17667|27357|20833|24777|40544|28322|9852|11904|1269|58647|2575|36916|32276|14690|50236|46803|286|27534|20906|16387|44336|12147|55387|6095|39847|5075|2650|5490|59503|7254|48223|37025|4606|19208|20018|52353|17953|41286|45533|35573|9507|28186|1955|22331|17793|22837|24843|25353|12034|41593|19521|50456|59034|22210|50138|43541|44446|5880|15168|50277|55414|37372|32024|33223|10801|30109|16507|24209|57999|44110|53016|16372|47734|15744|48762|33953|7105|18596|1535|35455|58233|36285|15789|11048|8344|44253|42005|31964|16742|43615|20339|56032|1846|34686|7383",0.55951709525216009,0.5599708565194137,0.00045376126725360511,canonical_raw_float64_squared_L2
852,2029,b0a3ceced4b56f66,659311bd14afee9e,49708,100,"49708|3111|41466|11009|39657|53085|39405|59571|18332|36986|38659|19719|5040|9977|43538|15600|22306|35948|20755|28588|22503|23396|8650|4840|17083|14428|57309|34673|48122|6741|54341|8015|2336|56103|15513|55455|6171|21313|43302|34338|43015|36844|16588|17204|6424|37460|5596|45958|56585|4856|23328|52894|59803|37705|57788|36044|21676|12306|32125|29408|14609|6330|56796|18879|42436|58772|5|52258|48568|11212|26267|29457|21693|38082|35866|20931|15409|27616|13783|47343|23983|12955|28252|17234|43666|17496|52634|5019|57955|13046|45008|2369|43148|50347|22494|35048|17274|54263|20549|9952",0.71000094073609821,0.71005036141626388,4.9420680165668252e-05,canonical_raw_float64_squared_L2
853,2445,8576576580d2ec2f,99f921ce364b9160,49736,100,"49736|29933|29589|3938|46284|54106|39075|54299|13760|5717|52370|56075|25760|53331|34100|31007|12231|16508|34276|16501|8658|35953|27072|4592|15880|10516|58961|13874|7970|56851|17519|40145|56868|42437|4287|12471|19914|43216|34963|41615|35169|34824|36314|51409|8797|41040|47504|4683|8715|35671|22350|56412|53328|10087|44288|23919|11772|45419|6806|36981|19621|21863|56047|24689|1707|12176|58460|10617|50408|59897|12024|35516|3469|47|7431|14654|1797|9265|56751|33586|20722|50398|38002|22540|8425|20572|31759|16414|49359|2962|9679|25469|32318|11977|19141|59032|20981|20098|26002|16709",0.50096771265862017,0.50162031851781419,0.00065260585919402203,canonical_raw_float64_squared_L2
854,2398,656cdd1e6462ffe4,b69f831e5745645c,49764,100,"49764|7808|14846|6514|44122|33190|8665|763|51027|4539|40818|7144|46138|26216|38700|54316|59583|37279|34036|43757|1514|19625|38138|31423|51646|39049|51022|11253|14292|33858|41879|56810|3518|38083|2463|37953|46619|42220|11451|48668|20370|14208|18704|41774|58648|59008|36464|31951|53886|44188|23586|48964|13157|6055|50864|17959|2434|5803|18112|40287|18893|16830|38866|46012|20398|11141|16072|41047|21594|42371|18715|19587|25696|10401|30147|9257|7883|50124|37710|19009|50482|39198|42266|4718|57008|27281|45435|34448|50070|36427|9430|554|35461|23805|39364|27427|34989|21573|25808|23907",0.38033252782994137,0.38042037569685216,8.7847866910795158e-05,canonical_raw_float64_squared_L2
855,2002,ce7cfa0fcd76aeb1,bdfb0695988a3b5b,49779,100,"49779|33428|41245|30118|46631|11003|2526|37417|4541|5524|53470|22085|2332|26828|39546|28949|16999|29045|35998|45101|23717|29753|49302|38541|35433|57547|40742|44786|33038|31431|55850|59545|2011|18064|12112|4521|1743|25499|1436|26942|48171|24284|34628|20599|32909|17447|23115|39861|27040|49430|27535|1481|34555|37050|48098|16255|12385|570|53126|12700|53081|59038|28229|16821|54660|45300|39831|57844|23311|37466|33344|36456|34509|59510|34973|22311|24523|4818|12541|30327|36280|16910|4924|37685|7357|27085|3409|13798|634|17061|15717|12979|4068|41657|21354|49687|25171|48332|24331|46546",0.64569511321335937,0.64573586084639156,4.0747633032189867e-05,canonical_raw_float64_squared_L2
856,1789,b790ec2e4ec13848,588aa03613557456,49959,100,"49959|43978|54043|6595|6831|6036|354|16310|20056|1659|4103|482|13061|25686|34936|13939|44282|52872|56578|18135|34966|11333|23980|14523|8501|38101|40710|17843|12370|50587|40969|17031|47985|39977|683|476|34127|43859|55362|32515|51716|8851|41351|51192|39743|53418|22871|10495|36522|53603|25943|35823|47370|55773|55404|42319|2545|23938|14338|52304|22240|3606|48134|32292|56841|14857|10352|10594|28617|25719|37259|42276|44269|16990|58744|31381|44449|48313|47442|960|24310|45189|14764|15121|39629|25858|53837|14552|2507|36104|201|24268|56654|26965|40236|7300|57639|50625|24075|54975",0.69236100008700352,0.69292990733912574,0.00056890725212221938,canonical_raw_float64_squared_L2
857,2121,eb52e5f4af7f205c,1ca9e857379f86a3,49965,100,"49965|44838|47394|59378|57921|9350|20714|42946|32186|50476|11386|19246|50849|30862|55659|43433|39495|28916|31507|32525|34268|549|58364|30417|40269|4907|57336|7838|37753|41708|31417|333|43213|15507|28498|23255|14320|47815|14133|23856|54493|45790|48567|31907|12567|51120|42703|43693|22903|4960|36967|11113|41238|22371|4874|25998|8957|49740|12140|12589|33872|46300|14576|49811|33027|48716|24340|59107|15498|36056|32858|29329|9526|16188|11220|51333|16138|36218|36784|22653|1851|35271|53510|38693|10549|20913|5899|55824|25481|59593|14975|58987|27631|17691|52608|6859|25057|45678|21708|57632",0.65011549672276647,0.65017116195718661,5.5665234420132492e-05,canonical_raw_float64_squared_L2
858,1459,daab074dec9f027a,bb372601c4e6a79a,50042,100,"50042|52785|21835|28736|10835|54078|39355|1723|56746|41062|44349|54088|28455|148|41069|57644|15786|17778|25873|29026|12564|51793|54860|40335|24105|37467|41443|3221|45627|21744|55733|11675|39064|49859|6998|27776|42286|52760|37101|29001|3580|6248|30479|13709|3946|50438|12135|21258|611|39104|24819|27746|36174|14875|3578|8520|12726|52499|20085|44922|30300|32900|48301|9641|46239|15395|27756|58625|40813|7898|7064|36048|39497|45219|40672|43651|49514|56024|59261|29583|38807|26010|542|3358|44434|26534|50768|4445|16934|8025|23661|19401|16227|56532|52310|48907|29441|16314|10981|51636",0.9328350502084819,0.93302684566096161,0.00019179545247971497,canonical_raw_float64_squared_L2
859,1779,79fe6f5150cc6729,60175a4d6246b5b5,50111,100,"50111|22026|23617|12867|16697|16245|1174|45138|12599|41769|16721|49445|12457|11844|19103|43508|27261|55324|33626|37561|52790|5852|26112|7356|14736|35572|11946|33711|7112|47908|9747|52473|46551|23693|41510|26926|57138|43908|35450|35199|2714|35839|30373|16902|26843|3969|27352|12277|14753|19541|36013|9860|47341|58290|41689|44331|35195|46260|50546|18782|45419|10964|34930|32744|48212|9975|59897|38818|27686|22682|47446|59539|8998|14468|40156|30320|26342|3516|20668|34009|20682|9540|23919|21564|52118|7646|24689|27458|7695|47543|14518|49663|29927|35893|33911|44930|55249|20572|16456|26922",0.62881755665192629,0.62884041716748662,2.2860515560330086e-05,canonical_raw_float64_squared_L2
860,1970,00923ea104615eae,752821d17fa7d600,50141,100,"50141|31485|46606|40600|24120|15340|24036|12290|12961|53194|13352|14000|9397|32277|51193|21809|21223|52171|5090|54641|46057|44406|13413|44506|8464|32620|50094|2297|37969|55076|22764|7113|11519|45545|46503|19905|45467|27142|37610|3274|50444|34689|32510|28680|13948|36532|31994|26577|4493|15999|25015|55532|54935|31341|53502|294|12780|9024|16994|52449|40773|40380|58096|19933|15786|58700|5467|27666|49780|18613|38692|45006|57668|20784|34999|38564|35500|39779|58478|11933|12701|48190|41697|16603|42020|41182|45700|28108|6957|50384|11953|25925|4569|50464|4315|28447|14041|55479|13100|50478",0.52989988499121066,0.53020730865226451,0.00030742366105385166,canonical_raw_float64_squared_L2
861,1874,319d973aac182e95,9c21e271e00f3839,50200,100,"50200|27224|22834|13111|57662|53819|20432|34207|34931|294|218|47330|19742|37231|19477|55186|18873|32139|46006|27831|52141|6271|34818|1961|6333|27776|16445|34008|8817|19176|38692|13067|33507|14667|11024|48497|24442|16168|54618|3524|39963|46524|34294|48935|47132|54147|59231|32835|55482|41219|2089|20376|35092|16224|50393|50278|15975|41442|47296|48422|31111|38600|14279|48478|27226|59530|23922|3580|12045|50384|33917|51339|534|44024|19388|55305|15849|18587|56511|55816|51318|27066|34458|45374|59261|28425|52177|5733|59952|31801|27671|39726|23162|50262|7064|33666|9746|29327|17265|59575",0.62293786329461509,0.623919872145828,0.00098200885121291215,canonical_raw_float64_squared_L2
862,2366,00317787f7b6530b,c58208bcebf59da5,50244,100,"50244|33659|41256|45509|799|7877|41834|35800|22608|8056|53694|16838|37502|32247|53252|47984|10657|30348|55757|35462|15813|37181|10815|56108|24686|44806|33750|7251|22942|43532|4544|10267|43708|18195|26939|50685|50498|18632|34744|21145|53698|53621|41677|23928|33115|27035|41604|26116|37339|54675|33383|38907|19393|53615|47795|59837|11432|12192|11365|26312|26430|40817|45369|38883|28913|10800|1027|53112|24571|50184|29286|17344|3271|36149|46298|20379|9446|51003|20301|38088|15947|49010|34122|29878|41865|20098|1708|58599|14226|58405|30307|695|2603|5660|54491|17382|15262|57496|39080|1640",0.51298973009318638,0.51307654182597706,8.681173279068144e-05,canonical_raw_float64_squared_L2
863,2148,6338ae2292f99c95,248709687d0a04d7,50285,100,"50285|27575|25708|8428|36827|12347|52116|35183|37600|34507|51853|5884|27447|18498|34355|23837|29275|10129|59674|27799|21282|53395|34860|2347|19549|38778|23242|8295|25021|51695|47512|45593|46190|55966|11275|7419|42441|35047|3858|32249|52188|56337|23303|59628|1706|27365|58355|29956|6727|59283|22330|20232|11172|36734|58929|25020|56672|890|36674|59845|23573|27733|6610|18071|44013|40494|52296|11504|38328|5352|8587|12902|43131|7042|30733|14048|19801|35138|24640|5938|28959|3129|50442|45959|53347|53560|39501|47765|15803|1796|5496|32158|33144|35167|51831|5562|3643|42000|21614|44210",0.58607816736231122,0.58783243442550437,0.001754267063193149,canonical_raw_float64_squared_L2
864,2643,2ec2f627569dfe0b,23f7624ece0459ff,50384,100,"50384|38692|45250|58647|9356|39186|32821|39963|20659|33039|16742|45545|23421|30372|32842|3970|56943|8720|36285|30742|59575|9231|10477|47922|33069|46156|23252|50236|767|30683|30307|5419|42938|34659|40049|48497|34956|18507|8621|39617|7897|46239|45533|46220|32373|7870|47488|54362|10356|21052|52362|27848|55751|44033|17960|45678|55212|19239|36588|59268|45616|17669|55834|19295|27044|46951|57608|57310|43550|51140|45515|44301|31683|52783|50036|32854|50094|36385|4710|47837|40017|19614|7365|1237|43743|27230|58|4637|43433|41406|5880|17306|43933|14601|58316|39177|41286|38391|19208|42005",0.46181297505326924,0.46237320875139826,0.00056023369812902013,canonical_raw_float64_squared_L2
865,1796,8e12db22b77412d3,5a43084efe5b3b2b,50438,100,"50438|28902|24380|42946|21062|40351|40269|19246|11269|25481|53719|53031|12661|29454|7578|25211|3580|52419|14320|7395|22903|52310|21835|28425|9350|37000|54088|7425|54988|20053|49965|48754|3499|55834|10758|43231|26917|36264|31200|29817|49470|27689|38807|46239|44349|30417|7895|52168|12293|34008|4569|31137|26752|34095|31875|23252|13059|15728|11113|28455|11357|36056|23590|702|853|40944|7620|2733|49514|41332|52922|47661|21695|39064|14700|54069|58300|14842|36439|50236|33872|22119|17399|30224|39053|30622|51608|18748|57654|21771|17538|4677|42412|40091|19652|1754|59679|5448|57598|30871",0.74571414508636491,0.74617819199472157,0.0004640469083566634,canonical_raw_float64_squared_L2
866,2096,ba33b6643a62dda2,32d5e9d2ffee22c6,50487,100,"50487|59598|2838|45093|11517|51980|30503|2985|30245|47187|50023|21289|12775|55966|59623|53099|26468|53805|54363|24299|53173|48503|27959|14470|39743|36010|57613|15961|55300|34129|43910|13877|53516|45307|36684|44372|47985|22077|39361|29504|3463|6967|40903|34370|46651|4768|31106|29349|25297|11755|34860|21690|59519|21141|23001|50940|58763|1765|55608|43788|41396|42349|50660|46685|21008|46373|8550|16849|43401|28908|31490|19367|20056|12086|21282|9652|50968|14917|21242|42733|59882|12292|27799|49035|33077|10930|4217|17505|118|55347|25461|57028|41617|27151|37829|56841|16454|50979|52708|46269",0.62844669954490118,0.62886865864701047,0.00042195910210929277,canonical_raw_float64_squared_L2
867,2031,18fef0090402ffb5,70cdb95b12730704,50621,100,"50621|48275|41217|59010|4705|58612|22361|8865|12550|42080|31259|30673|39255|18327|4384|10865|22372|12574|16256|16073|47777|59015|4262|38484|454|16852|26929|47566|5996|5769|54978|54969|52262|13160|4317|5854|18388|58159|47921|57169|24692|18018|13823|37491|22241|54402|39965|57224|2922|46871|41678|22258|21088|48225|27923|1366|7531|39234|14382|34616|25098|28643|24024|24454|25117|58663|14923|12175|31732|28834|37292|56056|14216|35774|29766|16926|15342|10134|9032|46171|27184|21752|44752|39958|22013|23768|35756|55266|43975|2897|40008|28125|19354|34540|5759|17958|30306|51801|43447|35939",0.57370708547081206,0.57384364977725877,0.00013656430644670703,canonical_raw_float64_squared_L2
868,2003,3497ec8e8a86b0dd,b481942570f41024,50641,100,"50641|44963|52944|10219|1734|53126|6035|6721|32446|31891|65|6040|59858|19877|28630|37119|59036|11638|59659|24173|43481|36244|26301|20827|960|38517|9256|2444|59299|40196|35774|16645|10561|21066|31549|2985|3590|22776|45768|31614|30465|753|45241|10719|26245|29498|19407|10088|40623|19112|9179|42851|27725|6692|29867|22905|1405|33247|20296|35004|37773|48913|54263|39091|41495|25019|23216|43960|18989|2485|54537|9506|26079|24883|683|20176|53314|27834|35612|59471|26129|31235|24218|8000|48993|38852|33644|57134|24046|54490|11814|24861|46227|35054|8191|6347|476|28577|50293|11840",0.76883602171949939,0.77009005191528357,0.0012540301957841837,canonical_raw_float64_squared_L2
869,2688,af8a0cfcd09eb7ee,b7a820e02214c961,50756,100,"50756|51204|48841|22580|42836|23255|132|6548|3207|9237|55502|42156|55012|43561|57866|49192|54571|272|24671|4998|43111|46587|39952|14065|52474|52858|53510|52547|16383|10815|32525|53767|53671|12316|56098|47874|10767|24275|33480|34076|5785|33885|4639|34361|42690|6932|23549|14469|45383|47567|49049|36904|35471|52015|53819|41656|55960|24835|53605|31279|3506|23420|45452|11090|44041|54797|57305|48277|16445|5857|39963|58698|9924|12858|36285|47425|11719|53258|51336|51403|25255|19731|33848|33069|44424|7867|14894|38888|24021|42760|32482|55102|6339|36367|18556|59049|55812|37368|4105|15399",0.48150205014219166,0.48162771021428152,0.00012566007208986152,canonical_raw_float64_squared_L2
870,2254,8f0867f3cee5faee,0b5d0d8b6e9a4aa9,50846,100,"50846|19296|35394|28306|48704|29269|14282|16386|10993|47970|43715|40773|5085|57687|15440|18852|13013|22546|59252|47720|33314|54205|32645|27765|58209|46492|4449|3196|1983|4183|36841|13998|49527|10444|53606|36195|39651|24108|41184|17529|34328|24123|25576|45347|16874|14984|12208|57711|15787|34337|2376|2566|19108|2061|6228|53874|11032|35223|7563|43304|25373|45279|20330|36425|18801|34141|4349|34384|30918|45944|49781|14935|59375|50897|15228|20091|29723|51028|17557|3175|44218|34570|11526|40053|21126|50563|14558|31852|34702|44400|44939|38953|39756|27608|45553|40301|58938|55424|47752|30568",0.72448318662071276,0.72527641019857547,0.00079322357786271169,canonical_raw_float64_squared_L2
