dataset	stage	fold	plan	arm	group	dim1	dim2	local_axis	bits	group_bits	fit_sse	eval_sse
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	42	84	85	0	4	8	15698.485904675757	16145.613820997347
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	42	84	85	1	4	8	15285.789659021048	17959.40962632383
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	43	86	87	0	4	8	16675.580020111913	15473.68847450926
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	43	86	87	1	4	8	16340.433113815756	15374.309733155624
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	44	88	89	0	4	8	15378.655952326011	14432.730947161777
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	44	88	89	1	4	8	15138.574644894554	15076.400168712793
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	45	90	91	0	4	7	13381.297830323834	13212.1891615858
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	45	90	91	1	3	7	41694.52520516167	42135.95239399496
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	46	92	93	0	4	7	13196.764225470495	12876.591789872982
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	46	92	93	1	3	7	41998.813072279685	42937.94985483735
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	47	94	95	0	3	6	42219.69423010666	43036.816116356924
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	47	94	95	1	3	6	39815.929833723414	41258.798619147696
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	48	96	97	0	3	6	42572.4938049038	40576.60617646914
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	48	96	97	1	3	6	41417.23243098277	41436.914326854734
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	49	98	99	0	3	6	41203.55668085416	40304.82057769296
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	49	98	99	1	3	6	40418.87037016005	36582.95359675193
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	50	100	101	0	3	6	35595.742834476725	34447.55481721623
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	50	100	101	1	3	6	34535.32776813448	35908.88378577538
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	51	102	103	0	3	6	37710.19355856768	35206.0491731799
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	51	102	103	1	3	6	35030.6005744242	33390.504669551025
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	52	104	105	0	3	6	34193.22823152112	34150.23682830838
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	52	104	105	1	3	6	33548.150147286535	33607.0394836989
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	53	106	107	0	3	6	30943.021508144535	30820.04667436755
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	53	106	107	1	3	6	32685.958193087536	33879.85385556129
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	54	108	109	0	3	6	31352.357428428448	31481.068713195076
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	54	108	109	1	3	6	30078.739669154413	28348.559901423097
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	55	110	111	0	3	6	26631.938723281666	28635.382373302687
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	55	110	111	1	3	6	25829.248723172343	25876.91362929675
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	56	112	113	0	3	6	26332.324439157674	26141.01220788175
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	56	112	113	1	3	6	25592.98038206045	25875.35172778886
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	57	114	115	0	3	6	25430.072396743974	25250.01816228753
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	57	114	115	1	3	6	22881.31371449995	23697.243844538985
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	58	116	117	0	3	6	23473.929226198168	22654.21792185747
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	58	116	117	1	3	6	20910.483775195185	23007.26395722513
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	59	118	119	0	3	6	21642.404685316305	21005.69461857734
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	59	118	119	1	3	6	21739.9820429948	22650.383691761766
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	60	120	121	0	3	6	19367.23599245381	18781.14346040043
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	60	120	121	1	3	6	18995.15399996397	18778.969801279978
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	61	122	123	0	3	6	18381.01092336596	17896.787778510057
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	61	122	123	1	3	6	16693.85431348825	18051.345692526607
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	62	124	125	0	3	6	18130.546391281216	17714.561306657488
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	62	124	125	1	3	6	16568.41712591224	17336.266363438343
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	63	126	127	0	3	6	13811.885932950303	13973.41879694237
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	V	63	126	127	1	3	6	12310.181676235212	12080.583667684126
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	0	0	1	0	5	10	36092.53582372655	38251.83355641382
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	0	0	1	1	5	10	54436.73491909734	43759.96174082195
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	1	2	3	0	5	10	41399.52105376699	42668.23368850509
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	1	2	3	1	5	10	35894.1267603919	36524.23162055479
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	2	4	5	0	5	10	45050.32927729276	38574.499476132194
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	2	4	5	1	5	10	36294.752443553414	44017.50733667958
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	3	6	7	0	5	10	49030.192267646285	42191.428744592966
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	3	6	7	1	5	10	38059.35866752098	35810.13463768254
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	4	8	9	0	5	10	34388.666180030996	39312.68901684667
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	4	8	9	1	5	10	32124.708481251357	33092.10122669376
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	5	10	11	0	5	10	37761.33845134312	39785.194259974785
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	5	10	11	1	5	10	36644.30363453671	35326.40372989369
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	6	12	13	0	5	10	31346.03408471789	37815.866312966675
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	6	12	13	1	5	10	35811.72788603483	38060.38726322116
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	7	14	15	0	5	10	33147.70882854567	34388.134569267204
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	7	14	15	1	5	10	24648.539044426918	30025.49296398361
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	8	16	17	0	5	10	32559.315084183974	34700.69545688412
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	8	16	17	1	5	10	35883.628116704356	35361.493045876865
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	9	18	19	0	5	10	28129.42404784212	30703.57274754402
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	9	18	19	1	5	10	29994.050697198814	25390.390290790874
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	10	20	21	0	5	10	31570.489576741737	34186.167320783476
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	10	20	21	1	5	10	28936.28621798362	27258.336389810946
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	11	22	23	0	5	10	29101.85763699431	32349.025405734286
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	11	22	23	1	5	10	24194.713681613182	30044.12933161221
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	12	24	25	0	5	10	27173.279568346887	28599.659881325664
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	12	24	25	1	5	10	25687.517125972085	25334.994589274844
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	13	26	27	0	5	10	25966.979593802942	27795.091894918096
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	13	26	27	1	5	10	28104.08718583591	33760.017971552734
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	14	28	29	0	5	10	27980.239429724315	26456.53665283457
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	14	28	29	1	5	10	23020.471415851833	20706.157926010597
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	15	30	31	0	5	10	26073.584348669094	25375.86686445492
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	15	30	31	1	5	10	21452.092795885663	22438.766242101963
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	16	32	33	0	5	10	24725.675839738753	23471.88134674023
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	16	32	33	1	5	10	23030.900205387792	23235.693036552737
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	17	34	35	0	5	10	23878.754363041895	21835.81629405468
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	17	34	35	1	5	10	18975.721374731307	22868.312794404217
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	18	36	37	0	4	8	48600.81451456806	53378.91701520598
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	18	36	37	1	4	8	47182.50114808274	44956.09489616122
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	19	38	39	0	5	9	20126.083299701633	19953.613359074945
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	19	38	39	1	4	9	47954.1009663484	50934.85758478971
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	20	40	41	0	4	8	43304.552762678315	46129.83382564701
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	20	40	41	1	4	8	42153.289597250594	44282.48516980145
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	21	42	43	0	4	8	43267.178972305395	44805.09877348746
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	21	42	43	1	4	8	46006.11856413804	43892.06046712371
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	22	44	45	0	4	8	41411.55744334254	39971.650923413654
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	22	44	45	1	4	8	39292.8052440492	40281.53124554371
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	23	46	47	0	4	8	42233.03530650853	38016.0231543361
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	23	46	47	1	4	8	38840.78886380353	35573.06328454585
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	24	48	49	0	4	8	35375.02059613599	40304.30756908821
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	24	48	49	1	4	8	36576.5640294331	39582.396212614585
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	25	50	51	0	4	8	34273.653471597994	34449.06708192236
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	25	50	51	1	4	8	33150.99114930078	37167.3349205109
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	26	52	53	0	4	8	37460.581707303776	35881.55544943515
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	26	52	53	1	4	8	32845.98263750384	33935.33586771012
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	27	54	55	0	4	8	31428.02792889899	31078.74502792177
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	27	54	55	1	4	8	29333.620061260382	29244.17115084738
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	28	56	57	0	4	8	34003.01516031518	28421.73878890597
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	28	56	57	1	4	8	29346.80252520873	28575.60025903554
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	29	58	59	0	4	8	29205.496863547327	28261.338404677597
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	29	58	59	1	4	8	26782.368790300505	25593.096993450185
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	30	60	61	0	4	8	28666.390706199127	29157.005566238884
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	30	60	61	1	4	8	25600.24440696506	27389.39391714226
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	31	62	63	0	4	8	26963.73051757899	28001.861391715214
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	31	62	63	1	4	8	23780.10752652034	28998.11199747999
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	32	64	65	0	4	8	25457.950416931028	25231.596291711972
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	32	64	65	1	4	8	24916.40616220249	28617.54337834716
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	33	66	67	0	4	8	26784.61050417246	22539.63779565546
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	33	66	67	1	4	8	20479.904825119513	22754.582224852424
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	34	68	69	0	4	8	21016.44682797721	25519.73933247688
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	34	68	69	1	4	8	19804.48969796751	19378.755251009497
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	35	70	71	0	4	8	21451.341350817296	22301.703580818445
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	35	70	71	1	4	8	21251.46950796286	20370.249050726485
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	36	72	73	0	4	8	19123.827370179628	18829.43573735712
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	36	72	73	1	4	8	21277.16167893143	20495.2676976346
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	37	74	75	0	4	8	19456.49318121674	21020.735713168946
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	37	74	75	1	4	8	18825.27273790699	19441.022180508906
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	38	76	77	0	4	8	18476.074800199873	18143.331740756883
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	38	76	77	1	4	8	19188.03136489996	19043.086166784804
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	39	78	79	0	4	8	21399.397816382836	17707.91466486726
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	39	78	79	1	4	8	15925.731979043492	16554.580435387277
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	40	80	81	0	4	8	17019.804114827093	16905.464976007155
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	40	80	81	1	4	8	15519.287598293196	20285.311621707733
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	41	82	83	0	4	8	16384.164051875734	16372.290209544753
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	41	82	83	1	4	8	15653.102046142816	16069.25905139481
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	42	84	85	0	4	8	15698.485904675757	16145.613820997347
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	42	84	85	1	4	8	15285.789659021048	17959.40962632383
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	43	86	87	0	4	8	16675.580020111913	15473.68847450926
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	43	86	87	1	4	8	16340.433113815756	15374.309733155624
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	44	88	89	0	4	8	15378.655952326011	14432.730947161777
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	44	88	89	1	4	8	15138.574644894554	15076.400168712793
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	45	90	91	0	4	7	13381.297830323834	13212.1891615858
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	45	90	91	1	3	7	41694.52520516167	42135.95239399496
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	46	92	93	0	3	6	43398.65123311304	42364.5261895806
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	46	92	93	1	3	6	41998.813072279685	42937.94985483735
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	47	94	95	0	3	6	42219.69423010666	43036.816116356924
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	47	94	95	1	3	6	39815.929833723414	41258.798619147696
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	48	96	97	0	3	6	42572.4938049038	40576.60617646914
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	48	96	97	1	3	6	41417.23243098277	41436.914326854734
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	49	98	99	0	3	6	41203.55668085416	40304.82057769296
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	49	98	99	1	3	6	40418.87037016005	36582.95359675193
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	50	100	101	0	3	6	35595.742834476725	34447.55481721623
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	50	100	101	1	3	6	34535.32776813448	35908.88378577538
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	51	102	103	0	3	6	37710.19355856768	35206.0491731799
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	51	102	103	1	3	6	35030.6005744242	33390.504669551025
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	52	104	105	0	3	6	34193.22823152112	34150.23682830838
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	52	104	105	1	3	6	33548.150147286535	33607.0394836989
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	53	106	107	0	3	6	30943.021508144535	30820.04667436755
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	53	106	107	1	3	6	32685.958193087536	33879.85385556129
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	54	108	109	0	3	6	31352.357428428448	31481.068713195076
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	54	108	109	1	3	6	30078.739669154413	28348.559901423097
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	55	110	111	0	3	6	26631.938723281666	28635.382373302687
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	55	110	111	1	3	6	25829.248723172343	25876.91362929675
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	56	112	113	0	3	6	26332.324439157674	26141.01220788175
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	56	112	113	1	3	6	25592.98038206045	25875.35172778886
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	57	114	115	0	3	6	25430.072396743974	25250.01816228753
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	57	114	115	1	3	6	22881.31371449995	23697.243844538985
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	58	116	117	0	3	6	23473.929226198168	22654.21792185747
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	58	116	117	1	3	6	20910.483775195185	23007.26395722513
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	59	118	119	0	3	6	21642.404685316305	21005.69461857734
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	59	118	119	1	3	6	21739.9820429948	22650.383691761766
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	60	120	121	0	3	6	19367.23599245381	18781.14346040043
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	60	120	121	1	3	6	18995.15399996397	18778.969801279978
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	61	122	123	0	3	6	18381.01092336596	17896.787778510057
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	61	122	123	1	3	6	16693.85431348825	18051.345692526607
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	62	124	125	0	3	6	18130.546391281216	17714.561306657488
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	62	124	125	1	3	6	16568.41712591224	17336.266363438343
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	63	126	127	0	3	6	13811.885932950303	13973.41879694237
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	E	63	126	127	1	3	6	12310.181676235212	12080.583667684126
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	0	0	1	0	5	10	36092.53582372655	38251.83355641382
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	0	0	1	1	5	10	54436.73491909734	43759.96174082195
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	1	2	3	0	5	10	41399.52105376699	42668.23368850509
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	1	2	3	1	5	10	35894.1267603919	36524.23162055479
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	2	4	5	0	5	10	45050.32927729276	38574.499476132194
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	2	4	5	1	5	10	36294.752443553414	44017.50733667958
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	3	6	7	0	5	10	49030.192267646285	42191.428744592966
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	3	6	7	1	5	10	38059.35866752098	35810.13463768254
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	4	8	9	0	5	10	34388.666180030996	39312.68901684667
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	4	8	9	1	5	10	32124.708481251357	33092.10122669376
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	5	10	11	0	5	10	37761.33845134312	39785.194259974785
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	5	10	11	1	5	10	36644.30363453671	35326.40372989369
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	6	12	13	0	5	10	31346.03408471789	37815.866312966675
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	6	12	13	1	5	10	35811.72788603483	38060.38726322116
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	7	14	15	0	5	10	33147.70882854567	34388.134569267204
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	7	14	15	1	5	10	24648.539044426918	30025.49296398361
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	8	16	17	0	5	10	32559.315084183974	34700.69545688412
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	8	16	17	1	5	10	35883.628116704356	35361.493045876865
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	9	18	19	0	5	10	28129.42404784212	30703.57274754402
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	9	18	19	1	5	10	29994.050697198814	25390.390290790874
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	10	20	21	0	5	10	31570.489576741737	34186.167320783476
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	10	20	21	1	5	10	28936.28621798362	27258.336389810946
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	11	22	23	0	5	10	29101.85763699431	32349.025405734286
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	11	22	23	1	5	10	24194.713681613182	30044.12933161221
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	12	24	25	0	5	10	27173.279568346887	28599.659881325664
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	12	24	25	1	5	10	25687.517125972085	25334.994589274844
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	13	26	27	0	5	10	25966.979593802942	27795.091894918096
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	13	26	27	1	5	10	28104.08718583591	33760.017971552734
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	14	28	29	0	5	10	27980.239429724315	26456.53665283457
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	14	28	29	1	5	10	23020.471415851833	20706.157926010597
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	15	30	31	0	5	10	26073.584348669094	25375.86686445492
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	15	30	31	1	5	10	21452.092795885663	22438.766242101963
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	16	32	33	0	5	10	24725.675839738753	23471.88134674023
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	16	32	33	1	5	10	23030.900205387792	23235.693036552737
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	17	34	35	0	5	10	23878.754363041895	21835.81629405468
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	17	34	35	1	5	10	18975.721374731307	22868.312794404217
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	18	36	37	0	4	8	48600.81451456806	53378.91701520598
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	18	36	37	1	4	8	47182.50114808274	44956.09489616122
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	19	38	39	0	5	9	20126.083299701633	19953.613359074945
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	19	38	39	1	4	9	47954.1009663484	50934.85758478971
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	20	40	41	0	4	8	43304.552762678315	46129.83382564701
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	20	40	41	1	4	8	42153.289597250594	44282.48516980145
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	21	42	43	0	4	8	43267.178972305395	44805.09877348746
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	21	42	43	1	4	8	46006.11856413804	43892.06046712371
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	22	44	45	0	4	8	41411.55744334254	39971.650923413654
