dataset	stage	fold	plan	arm	group	dim1	dim2	local_axis	bits	group_bits	fit_sse	eval_sse
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	53	106	107	1	3	6	0.8269397897086405	1.2523221944665082
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	54	108	109	0	4	7	0.3637605541831931	0.3723084789931815
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	54	108	109	1	3	7	0.8052736108492744	0.7953303374382283
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	55	110	111	0	3	6	0.8040447801094044	0.8219393848131508
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	55	110	111	1	3	6	0.7505537413215206	0.8472079247606235
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	56	112	113	0	4	8	0.5889714760058327	0.48659016731258353
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	56	112	113	1	4	8	0.41211246895989906	0.4271562590604547
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	57	114	115	0	3	6	0.8105572293022677	0.7950854013258508
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	57	114	115	1	3	6	0.8313560516581215	0.9036821981435652
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	58	116	117	0	4	7	0.42611323696122494	0.4616840169187141
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	58	116	117	1	3	7	0.8089218509462025	0.8443136317839723
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	59	118	119	0	3	6	0.7297357063034879	0.782336814830712
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	59	118	119	1	3	6	0.6774103500357631	0.6967842368502828
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	60	120	121	0	3	6	0.6761925811823879	0.6621239767444731
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	60	120	121	1	3	6	0.9706009648768066	1.4301647153386998
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	61	122	123	0	3	6	0.7547560255106665	0.6951079902613366
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	61	122	123	1	3	6	0.6997840577916629	0.7125200629638776
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	62	124	125	0	3	6	0.7040527614343399	0.7928505151517196
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	62	124	125	1	3	6	0.6111626399755357	0.6527399615895307
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	63	126	127	0	3	6	0.7075008245429812	0.6690091260079494
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	ADJ	S	63	126	127	1	3	6	0.6349666740720041	0.6665082760818042
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	0	0	88	0	5	8	1.6131489940242623	1.8299545345530954
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	0	0	88	1	3	8	0.9643776570377994	1.0748648743607152
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	1	1	79	0	5	8	1.0379122227976645	2.2132313591255715
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	1	1	79	1	3	8	1.2430409681490293	1.2374585609404638
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	2	2	4	0	4	8	3.269735925775673	4.075951446426151
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	2	2	4	1	4	8	3.428006402111013	3.0477473219026403
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	3	3	39	0	4	8	2.538834548307374	2.9353804726019814
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	3	3	39	1	4	8	0.7580053046398545	1.0157671729310733
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	4	5	123	0	5	8	1.062677516073772	0.923950095414169
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	4	5	123	1	3	8	0.7542346290589621	0.691816478831779
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	5	6	17	0	4	8	2.589865278290302	2.6482253663365363
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	5	6	17	1	4	8	1.6762170026029053	2.134488924406664
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	6	7	48	0	5	8	0.9158808076095979	1.3235415634613608
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	6	7	48	1	3	8	1.8537728944771024	2.2283422658595504
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	7	8	10	0	4	8	2.3479791417459404	2.250328493885856
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	7	8	10	1	4	8	2.5292452212399614	2.5787952358121027
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	8	9	90	0	5	8	0.8607837531309596	0.994065427922347
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	8	9	90	1	3	8	0.9942352201182934	0.9957917594535822
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	9	11	52	0	4	8	2.2436859626354186	3.12541972149575
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	9	11	52	1	4	8	0.6129987408609505	0.7045366149028799
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	10	12	85	0	5	8	0.9070254169222802	0.9488514279346996
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	10	12	85	1	3	8	1.199829234899494	1.2492162796448658
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	11	13	108	0	5	8	0.7893112194640892	0.7076808219584334
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	11	13	108	1	3	8	1.1460989616342394	1.057516310175326
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	12	14	86	0	5	8	0.7374403616732542	0.7448296301354098
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	12	14	86	1	3	8	0.9982356927777833	1.028740301121269
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	13	15	43	0	4	8	2.434993123973171	2.2739575689695326
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	13	15	43	1	4	8	0.7063473588079591	0.7605180490390119
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	14	16	28	0	4	8	1.3372770290901772	1.497742295228496
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	14	16	28	1	4	8	1.1004038679059231	1.0184232517096388
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	15	18	70	0	4	8	2.9415155855381987	2.539571656896061
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	15	18	70	1	4	8	0.674259678596151	0.6650535974909926
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	16	19	33	0	4	8	1.3403412870250597	1.2693674433335613
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	16	19	33	1	4	8	0.8107679015788849	0.9078939892191554
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	17	20	50	0	4	8	2.096692332957501	1.7853330923752675
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	17	20	50	1	4	8	1.2561370794851388	1.3711985560029214
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	18	21	56	0	4	8	1.4691513709611188	1.388212539007415
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	18	21	56	1	4	8	0.5663874392008459	0.6070930443910454
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	19	22	49	0	4	8	1.241864963126929	1.6674461544618158
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	19	22	49	1	4	8	0.6360305490205173	0.8308287088128496
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	20	23	80	0	4	8	1.3040855333585437	1.528938342333799
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	20	23	80	1	4	8	0.5578631364401974	0.9226794093662127
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	21	24	76	0	4	8	1.2402874196733076	1.165524315148242
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	21	24	76	1	4	8	0.3568319272246611	0.40201519188006596
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	22	25	27	0	4	8	1.0514184151942743	1.1299221109497615
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	22	25	27	1	4	8	1.5319825060900014	1.011142186086379
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	23	26	40	0	4	8	0.9492314966218016	0.951242603023033
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	23	26	40	1	4	8	1.0853571219437472	1.1137949722340021
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	24	29	124	0	5	8	0.40746049952392943	0.4245698436413302
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	24	29	124	1	3	8	0.6294563391395722	0.6218644594941124
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	25	30	47	0	4	8	0.8932530955061253	0.8439863022940612
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	25	30	47	1	4	8	1.110452999407065	1.1702706349042322
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	26	31	55	0	4	8	0.9145834129084284	1.1663190731793562
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	26	31	55	1	4	8	0.534513411533699	0.5813414778166309
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	27	32	87	0	4	8	0.9246673352379058	0.8389621669345504
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	27	32	87	1	4	8	0.31440733942683025	0.35517591385449304
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	28	34	75	0	4	8	1.7394509350881526	1.9912525622217219
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	28	34	75	1	4	8	0.4417382945599614	0.4049789413284537
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	29	35	111	0	5	8	0.6645893325745624	0.7824791285245141
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	29	35	111	1	3	8	0.7999475552904141	0.8369203456539753
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	30	36	121	0	5	8	0.3197584420829871	0.43616375121397405
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	30	36	121	1	3	8	0.6707901680000716	0.6709730931763879
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	31	37	57	0	4	8	0.7374171349315737	0.6658929248726668
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	31	37	57	1	4	8	0.504676109438106	0.5664819005030186
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	32	38	74	0	4	8	0.842029536194534	1.010879805696477
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	32	38	74	1	4	8	0.335277029478975	0.3136218257126529
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	33	41	122	0	4	8	0.7971879279782277	0.9230769601705524
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	33	41	122	1	4	8	0.22725725074404005	0.23088509729206716
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	34	42	116	0	4	8	0.7744009451384348	0.764447323942032
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	34	42	116	1	4	8	0.2585304978566789	0.2612094952746343
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	35	44	45	0	4	8	0.7347175432325633	0.7354001272180659
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	35	44	45	1	4	8	0.9106364666302341	0.7934894986594645
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	36	46	62	0	4	8	0.7283428142687297	0.7075040333791431
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	36	46	62	1	4	8	0.5694471448072242	0.6040230549623793
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	37	51	102	0	4	8	0.6034801986825062	0.727419624807074
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	37	51	102	1	4	8	0.2725345350340469	0.28109826600186993
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	38	53	78	0	4	8	0.7103075002223704	0.6565974845817292
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	38	53	78	1	4	8	0.7686680963766706	0.5090875483460178
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	39	54	110	0	4	8	0.6135622648160525	0.5861370966328465
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	39	54	110	1	4	8	0.2564089981539435	0.28634020017438344
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	40	58	100	0	4	8	0.5424749253790773	0.5460710576679761
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	40	58	100	1	4	8	0.27547015083727433	0.30950857815828564
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	41	59	119	0	4	8	0.5354251543405899	0.606895784522512
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	41	59	119	1	4	8	0.21198189056937905	0.22007393150553972
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	42	60	61	0	4	8	0.4960814017621792	0.47187744979647417
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	42	60	61	1	4	8	0.4075136784088811	0.6123842619945985
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	43	63	83	0	4	8	0.5650816225561255	0.5413385061829763
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	43	63	83	1	4	8	0.31141487915693866	0.4047353438313874
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	44	64	82	0	4	8	0.9330968887236993	1.271309045834151
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	44	64	82	1	4	8	0.5650795165828221	0.9868240043500586
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	45	65	71	0	4	8	0.604136541555623	0.8585306925144779
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	45	65	71	1	4	8	0.6619313758197539	0.8880178442278466
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	46	66	91	0	4	8	0.4343308588638224	0.4264955182272812
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	46	66	91	1	4	8	0.2756494317995939	0.33033697492730796
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	47	67	68	0	4	8	0.4646713499804871	0.47575904409823044
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	47	67	68	1	4	8	0.7209241942578386	0.7457126170466957
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	48	69	101	0	4	8	0.4037283939323958	0.42199868711325683
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	48	69	101	1	4	8	0.3409807823400206	0.4361434799840041
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	49	72	107	0	4	8	0.37303493898967927	0.3753310107576543
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	49	72	107	1	4	8	0.3008135056466007	0.3143993856137056
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	50	73	77	0	4	8	0.41842207519188424	0.4349423386286423
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	50	73	77	1	4	8	0.3179591627711689	0.3758958382854043
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	51	81	98	0	4	8	0.42507821879568536	0.5021728459207097
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	51	81	98	1	4	8	0.5331154295069249	0.5665238186061979
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	52	84	127	0	4	8	0.3569225504213167	0.3142489645114341
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	52	84	127	1	4	8	0.21224769909767088	0.2174525482761799
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	53	89	94	0	4	8	0.33367107083610403	0.3271637456765319
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	53	89	94	1	4	8	0.28668206850154976	0.2958548368709075
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	54	92	97	0	4	8	0.28882340826446323	0.33334194990030563
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	54	92	97	1	4	8	0.28987079178727093	0.3228148402043898
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	55	93	95	0	4	8	0.33970121394296815	0.26590692315770537
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	55	93	95	1	4	8	0.4071738357420056	0.4016120904841828
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	56	96	112	0	4	8	0.3525805249356126	0.34405058516049986
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	56	96	112	1	4	8	0.3945195339088191	0.39854311810420306
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	57	99	105	0	4	8	0.2904546211368694	0.3153328564922072
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	57	99	105	1	4	8	0.3558682899216731	0.35167157131412324
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	58	103	104	0	4	8	0.364126920387106	0.32660318927895027
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	58	103	104	1	4	8	0.2824140004103799	0.33728636937268386
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	59	106	114	0	4	8	0.25498933871290685	0.6299925409516832
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	59	106	114	1	4	8	0.30591138571363463	0.36175724165980006
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	60	109	118	0	4	8	0.236440221374758	0.24734829527371116
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	60	109	118	1	4	8	0.2339789073120209	0.26653313925573197
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	61	113	126	0	4	8	0.5430891428837293	0.474748995227908
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	61	113	126	1	4	8	0.23220697697995546	0.21295487847423403
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	62	115	125	0	4	8	0.2608412403709718	0.2888799250055587
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	62	115	125	1	4	8	0.20858969530155086	0.2904146535482329
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	63	117	120	0	4	8	0.48914737233753836	0.5233536644922869
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	U	63	117	120	1	4	8	0.3090524971622349	0.723260261227871
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	0	0	88	0	5	9	1.6131489940242623	1.8299545345530954
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	0	0	88	1	4	9	0.29253859011632444	0.3489965424737497
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	1	1	79	0	5	9	1.0379122227976645	2.2132313591255715
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	1	1	79	1	4	9	0.3832199713248043	0.37163562062443145
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	2	2	4	0	5	10	1.4786022112422736	2.076360428227016
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	2	2	4	1	5	10	1.682941823436531	1.4581049329993063
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	3	3	39	0	5	9	1.121576896045185	1.4542637057128518
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	3	3	39	1	4	9	0.7580053046398545	1.0157671729310733
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	4	5	123	0	5	8	1.062677516073772	0.923950095414169
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	4	5	123	1	3	8	0.7542346290589621	0.691816478831779
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	5	6	17	0	5	10	1.0746221944291061	1.2079488854260685
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	5	6	17	1	5	10	0.7811973548627259	1.2104303982129232
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	6	7	48	0	5	9	0.9158808076095979	1.3235415634613608
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	6	7	48	1	4	9	0.5739838565850388	0.8146387973128015
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	7	8	10	0	5	10	1.12018746143438	1.021835323952177
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	7	8	10	1	5	10	1.2072831930605377	1.2674037473634123
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	8	9	90	0	5	9	0.8607837531309596	0.994065427922347
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	8	9	90	1	4	9	0.35807366575619143	0.32516094334621304
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	9	11	52	0	5	9	1.03075123978436	1.7955211750255702
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	9	11	52	1	4	9	0.6129987408609505	0.7045366149028799
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	10	12	85	0	5	9	0.9070254169222802	0.9488514279346996
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	10	12	85	1	4	9	0.4190623189465251	0.4319469073806201
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	11	13	108	0	5	8	0.7893112194640892	0.7076808219584334
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	11	13	108	1	3	8	1.1460989616342394	1.057516310175326
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	12	14	86	0	5	9	0.7374403616732542	0.7448296301354098
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	12	14	86	1	4	9	0.29340449886014613	0.3257119715173602
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	13	15	43	0	5	9	1.116433678068152	1.0159823154355663
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	13	15	43	1	4	9	0.7063473588079591	0.7605180490390119
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	14	16	28	0	5	9	0.5951709112597111	0.6874120270948418
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	14	16	28	1	4	9	1.1004038679059231	1.0184232517096388
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	15	18	70	0	5	9	1.8236975950523153	1.3599155806634224
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	15	18	70	1	4	9	0.674259678596151	0.6650535974909926
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	16	19	33	0	5	9	0.5744125067569644	0.560742941676446
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	16	19	33	1	4	9	0.8107679015788849	0.9078939892191554
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	17	20	50	0	5	9	0.9798745741782315	0.8296706401769458
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	V	17	20	50	1	4	9	1.2561370794851388	1.3711985560029214
